Cruise,Station,Depth,Bottle,Timepoint,Treatment,Treatment_Btl,Hours,DOC_ave,DOC_sd,TOC_ave,TOC_sd,PTOC_ave,PTOC_sd,PDOC_ave,PDOC_sd
AT38,3,5,C,7,SynLys,SynLys-C,168,,,,,,,,
AT38,3,5,C,8,SynLys,SynLys-C,192,,,,,,,,
AT38,3,5,C,9,SynLys,SynLys-C,216,,,,,,,,
AT38,3,5,C,10,SynLys,SynLys-C,240,,,,,,,,
AT38,3,5,C,11,SynLys,SynLys-C,336,67.4,0.6,68.3,0.7,67,1.3,,
AT38,3,5,C,12,SynLys,SynLys-C,840,,,,,65.3,0.2,,
AT38,3,5,C,13,SynLys,SynLys-C,1584,,,,,63.6,1.3,,
AT38,3,5,GF75,5,SynLys,SynLys-C,120,,,,,,,,
AT38,3,5,D,0,SynLys,SynLys-D,0,70,1.4,70.3,1.5,70.3,1.5,,
AT38,3,5,D,1,SynLys,SynLys-D,24,70.5,0.3,,,,,,
AT38,3,5,D,2,SynLys,SynLys-D,48,,,,,,,,
AT38,3,5,D,3,SynLys,SynLys-D,72,,,,,,,,
AT38,3,5,D,4,SynLys,SynLys-D,96,,,,,,,,
AT38,3,5,D,5,SynLys,SynLys-D,120,68.8,1.6,70.1,1,67.8,0.3,,
AT38,3,5,D,6,SynLys,SynLys-D,144,,,,,,,,
AT38,3,5,D,7,SynLys,SynLys-D,168,,,,,,,,
AT38,3,5,D,8,SynLys,SynLys-D,192,,,,,,,,
AT38,3,5,D,9,SynLys,SynLys-D,216,,,,,,,,
AT38,3,5,D,10,SynLys,SynLys-D,240,,,,,,,,
AT38,3,5,D,11,SynLys,SynLys-D,336,68.1,0.2,68.8,1.1,67,0.6,,
AT38,3,5,D,12,SynLys,SynLys-D,840,,,,,64.3,0.9,,
AT38,3,5,D,13,SynLys,SynLys-D,1584,,,,,63.3,0.3,,
AT38,3,5,GF75,5,SynLys,SynLys-D,120,,,,,,,,
AT38,4,5,Niskin,0,,,0,,,,,,,,
AT38,4,5,GF75,0,,,0,,,,,,,,
AT38,4,5,A,0,Control,Control-A,0,66.4,0.6,67,0.2,67,0.2,,
AT38,4,5,A,1,Control,Control-A,24,67.5,0.1,,,,,,
AT38,4,5,A,2,Control,Control-A,48,,,,,,,,
AT38,4,5,A,3,Control,Control-A,72,,,,,,,,
AT38,4,5,A,4,Control,Control-A,96,,,,,,,,
AT38,4,5,A,5,Control,Control-A,120,69.6,0.4,,,,,,
AT38,4,5,A,6,Control,Control-A,144,,,,,,,,
AT38,4,5,A,7,Control,Control-A,168,68.8,0.2,69.4,0.7,66,0.7,,
AT38,4,5,A,8,Control,Control-A,192,,,,,,,,
AT38,4,5,A,9,Control,Control-A,216,,,,,,,,
AT38,4,5,A,10,Control,Control-A,240,,,,,,,,
AT38,4,5,A,11,Control,Control-A,264,,,,,,,,
AT38,4,5,A,12,Control,Control-A,288,69.1,0.3,69.1,0.9,66.4,0.1,,
AT38,4,5,A,13,Control,Control-A,792,,,,,63.9,1.1,,
AT38,4,5,A,14,Control,Control-A,1536,,,,,62.7,0.6,,
AT38,4,5,GF75,7,Control,Control-A,168,,,,,,,,
AT38,4,5,B,0,Control,Control-B,0,66.4,0.4,66.4,1.5,66.4,1.5,,
AT38,4,5,B,1,Control,Control-B,24,,,,,,,,
AT38,4,5,B,2,Control,Control-B,48,,,,,,,,
AT38,4,5,B,3,Control,Control-B,72,,,,,,,,
AT38,4,5,B,3,Control,Control-B,96,,,,,,,,
AT38,4,5,B,5,Control,Control-B,120,69,1,,,,,,
AT38,4,5,B,6,Control,Control-B,144,,,,,,,,
AT38,4,5,B,7,Control,Control-B,168,69,0.6,69.5,0.9,65.6,0.5,,
AT38,4,5,B,8,Control,Control-B,192,,,,,,,,
AT38,4,5,B,9,Control,Control-B,216,,,,,,,,
AT38,4,5,B,10,Control,Control-B,240,,,,,,,,
AT38,4,5,B,11,Control,Control-B,264,,,,,,,,
AT38,4,5,B,12,Control,Control-B,288,69.5,0.3,69.1,0.3,66,0.3,,
AT38,4,5,B,13,Control,Control-B,792,,,,,63.8,0.8,,
AT38,4,5,B,14,Control,Control-B,1536,,,,,63.1,0.2,,
AT38,4,5,GF75,7,Control,Control-B,168,,,,,,,,
AT38,5,5,Niskin,0,,,0,,,,,,,,
AT38,5,5,GF75,0,,,0,,,,,,,,
AT38,5,5,A,0,Control,Control-A,0,70.6,0,70.6,0.5,70.6,0.5,,
AT38,5,5,A,1,Control,Control-A,24,,,,,,,,
AT38,5,5,A,2,Control,Control-A,48,,,,,,,,
AT38,5,5,A,3,Control,Control-A,72,,,,,,,,
AT38,5,5,A,4,Control,Control-A,96,,,,,,,,
AT38,5,5,A,5,Control,Control-A,120,71.8,1,,,,,,
AT38,5,5,A,6,Control,Control-A,144,,,,,,,,
AT38,5,5,A,7,Control,Control-A,168,70.9,1.1,70.7,0.4,,,,
AT38,5,5,A,8,Control,Control-A,192,,,,,,,,
AT38,5,5,A,9,Control,Control-A,216,,,,,,,,
AT38,5,5,A,10,Control,Control-A,240,,,,,,,,
AT38,5,5,A,11,Control,Control-A,264,69.8,0.4,69.2,0.1,68.6,0.5,,
AT38,5,5,A,12,Control,Control-A,744,,,,,67.1,0.3,,
AT38,5,5,A,13,Control,Control-A,1488,,,,,64.6,1,,
AT38,5,5,GF75,7,Control,Control-A,168,,,,,,,,
AT38,5,5,B,0,Control,Control-B,0,66.6,0.2,69.8,0,69.8,0,,
AT38,5,5,B,1,Control,Control-B,24,,,,,,,,
AT38,5,5,B,2,Control,Control-B,48,,,,,,,,
AT38,5,5,B,3,Control,Control-B,72,,,,,,,,
AT38,5,5,B,4,Control,Control-B,96,,,,,,,,
AT38,5,5,B,5,Control,Control-B,120,71.3,0.2,,,,,,
AT38,5,5,B,6,Control,Control-B,144,,,,,,,,
AT38,5,5,B,7,Control,Control-B,168,71.7,1.1,71.5,0.5,,,,
AT38,5,5,B,8,Control,Control-B,192,,,,,,,,
AT38,5,5,B,9,Control,Control-B,216,,,,,,,,
AT38,5,5,B,10,Control,Control-B,240,,,,,,,,
AT38,5,5,B,11,Control,Control-B,264,71.1,0.3,72.5,0,69,0.5,,
AT38,5,5,B,12,Control,Control-B,744,,,,,67.4,0,,
AT38,5,5,B,13,Control,Control-B,1488,,,,,65.3,0.4,,
AT38,5,5,GF75,7,Control,Control-B,168,,,,,,,,
AT38,6,5,Niskin,0,,,0,,,,,,,,
AT38,6,5,GF75,0,,,0,,,,,,,,
AT38,6,5,A,0,Control,Control-A,0,62.1,0.4,61.8,0.2,61.8,0.2,,
AT38,6,5,A,1,Control,Control-A,24,,,,,,,,
AT38,6,5,A,2,Control,Control-A,48,,,,,,,,
AT38,6,5,A,3,Control,Control-A,72,,,,,,,,
AT38,6,5,A,4,Control,Control-A,96,,,,,,,,
AT38,6,5,A,5,Control,Control-A,120,62.6,0.8,,,,,,
AT38,6,5,A,6,Control,Control-A,144,,,,,,,,
AT38,6,5,A,7,Control,Control-A,168,,,,,,,,
AT38,6,5,A,8,Control,Control-A,192,62.9,1.5,62.5,0.7,59.8,0.3,,
AT38,6,5,A,9,Control,Control-A,672,,,,,58.6,0.1,,
AT38,6,5,A,10,Control,Control-A,1416,,,,,57.6,0.5,,
AT38,6,5,GF75,8,Control,Control-A,192,,,,,,,,
AT38,6,5,B,0,Control,Control-B,0,61.5,1.9,61.4,0.1,61.4,0.1,,
AT38,6,5,B,1,Control,Control-B,24,,,,,,,,
AT38,6,5,B,2,Control,Control-B,48,,,,,,,,
AT38,6,5,B,3,Control,Control-B,72,,,,,,,,
AT38,6,5,B,4,Control,Control-B,96,,,,,,,,
AT38,6,5,B,5,Control,Control-B,120,62.7,0.2,,,,,,
AT38,6,5,B,6,Control,Control-B,144,,,,,,,,
AT38,6,5,B,7,Control,Control-B,168,,,,,,,,
AT38,6,5,B,8,Control,Control-B,192,61.3,0.5,63,2,59.3,0.1,,
AT38,6,5,B,9,Control,Control-B,672,,,,,57.5,0.4,,
AT38,6,5,B,10,Control,Control-B,1416,,,,,55.6,,,
AT38,6,5,GF75,8,Control,Control-B,192,,,,,,,,
AT38,6,5,C,0,SynLys,SynLys-C,0,64.6,0.5,66.4,0.4,66.4,0.4,,
AT38,6,5,C,1,SynLys,SynLys-C,24,,,,,,,,
AT38,6,5,C,2,SynLys,SynLys-C,48,,,,,,,,
AT38,6,5,C,3,SynLys,SynLys-C,72,,,,,,,,
AT38,6,5,C,4,SynLys,SynLys-C,96,,,,,,,,
AT38,6,5,C,5,SynLys,SynLys-C,120,64.1,0.8,,,,,,
AT38,6,5,C,6,SynLys,SynLys-C,144,,,,,,,,
AT38,6,5,C,7,SynLys,SynLys-C,168,,,,,,,,
AT38,6,5,C,8,SynLys,SynLys-C,192,63.7,0,64.6,0.7,62.1,0.2,,
AT38,6,5,C,9,SynLys,SynLys-C,672,,,,,61.2,3.5,,
AT38,6,5,C,10,SynLys,SynLys-C,1416,,,,,54.7,1.3,,
AT38,6,5,GF75,8,SynLys,SynLys-C,192,,,,,,,,
AT38,6,5,D,0,SynLys,SynLys-D,0,65.9,0.3,67.8,0.7,67.8,0.7,,
AT38,6,5,D,1,SynLys,SynLys-D,24,,,,,,,,
AT38,6,5,D,2,SynLys,SynLys-D,48,,,,,,,,
AT38,6,5,D,3,SynLys,SynLys-D,72,,,,,,,,
AT38,6,5,D,4,SynLys,SynLys-D,96,,,,,,,,
AT38,6,5,D,5,SynLys,SynLys-D,120,,,64.6,0.2,,,,
AT38,6,5,D,6,SynLys,SynLys-D,144,,,,,,,,
AT38,6,5,D,7,SynLys,SynLys-D,168,,,,,,,,
AT38,6,5,D,8,SynLys,SynLys-D,192,62.4,0.9,63.4,1.2,62.9,0.6,,
AT38,6,5,D,9,SynLys,SynLys-D,672,,,,,61.7,1.5,,
AT38,6,5,D,10,SynLys,SynLys-D,1416,,,,,60.4,0.9,,
AT38,6,5,GF75,8,SynLys,SynLys-D,192,,,,,,,,
AT38,U,5,1L,0,,,0,,,,,,,,
AT38,U,5,100mls,0,,,0,,,,,,,,
AT38,U,5,250mls,0,,,0,,,,,,,,
AT38,U,5,500mls,0,,,0,,,,,,,,
AT39,1,10,Niskin,0,,,0,,,,,,,,
AT39,1,10,GF75,0,,,0,,,,,,,,
AT39,1,10,A,0,Control,Control-A,0,60.8,0.7,59.4,0.8,60.8,0.7,59.4,0.8
AT39,1,10,A,1,Control,Control-A,24,,,,,,,,
AT39,1,10,A,2,Control,Control-A,48,,,,,,,,
AT39,1,10,A,3,Control,Control-A,72,,,,,,,,
AT39,1,10,A,4,Control,Control-A,96,,,60.1,1,,,,
AT39,1,10,A,5,Control,Control-A,120,,,,,,,,
AT39,1,10,A,6,Control,Control-A,144,,,,,,,,
AT39,1,10,A,7,Control,Control-A,168,,,,,,,,
AT39,1,10,A,8,Control,Control-A,192,59.6,1.7,60.5,0.5,58.6,0.8,57.7,0.1
AT39,1,10,A,9,Control,Control-A,384,,,,,58.2,0.6,,
AT39,1,10,A,10,Control,Control-A,864,,,,,58.2,1.5,57.6,0.8
AT39,1,10,A,11,Control,Control-A,2016,,,,,55.5,0,57.4,0.4
AT39,1,10,GF75,8,Control,Control-A,192,,,,,,,,
AT39,1,10,B,0,Control,Control-B,0,59.9,1,58.6,0.6,59.9,1,58.6,0.6
AT39,1,10,B,1,Control,Control-B,24,,,,,,,,
AT39,1,10,B,2,Control,Control-B,48,,,,,,,,
AT39,1,10,B,3,Control,Control-B,72,,,,,,,,
AT39,1,10,B,4,Control,Control-B,96,,,59.1,0,,,,
AT39,1,10,B,5,Control,Control-B,120,,,,,,,,
AT39,1,10,B,6,Control,Control-B,144,,,,,,,,
AT39,1,10,B,7,Control,Control-B,168,,,,,,,,
AT39,1,10,B,8,Control,Control-B,192,58.7,1.2,57.9,0.2,57.4,0.8,58.9,0.2
AT39,1,10,B,9,Control,Control-B,384,,,,,58.1,1.1,,
AT39,1,10,B,10,Control,Control-B,864,,,,,60.8,0.3,59.4,1.7
AT39,1,10,B,11,Control,Control-B,2016,,,,,55.8,0.7,55.7,0.8
AT39,1,10,GF75,8,Control,Control-B,192,,,,,,,,
AT39,2,10,Niskin,0,,,0,,,,,,,,
AT39,2,10,GF75,0,,,0,,,,,,,,
AT39,2,200,Niskin,0,,,0,,,,,,,,
AT39,2,200,GF75,0,,,0,,,,,,,,
AT39,2,10,A,0,Control,Control-A,0,59.7,0.8,58.6,1.1,58.6,1.1,59.7,0.8
AT39,2,10,A,1,Control,Control-A,24,,,,,,,,
AT39,2,10,A,2,Control,Control-A,48,,,,,,,,
AT39,2,10,A,3,Control,Control-A,72,,,58.5,1.3,,,,
AT39,2,10,A,4,Control,Control-A,96,,,,,,,,
AT39,2,10,A,5,Control,Control-A,120,,,,,,,,
AT39,2,10,A,6,Control,Control-A,144,58.4,0.6,58.1,,58.1,0.2,59,0.4
AT39,2,10,A,7,Control,Control-A,360,,,,,57.3,0.6,,
AT39,2,10,A,8,Control,Control-A,840,,,,,57.2,0.2,56.4,0.8
AT39,2,10,A,9,Control,Control-A,1992,,,,,55.5,0.4,55.5,1.7
AT39,2,10,GF75,6,Control,Control-A,144,,,,,,,,
AT39,2,10,B,0,Control,Control-B,0,57.6,0.3,58.4,0.6,58.4,0.6,57.6,0.3
AT39,2,10,B,1,Control,Control-B,24,,,,,,,,
AT39,2,10,B,2,Control,Control-B,48,,,,,,,,
AT39,2,10,B,3,Control,Control-B,72,,,58.2,0.1,,,,
AT39,2,10,B,4,Control,Control-B,96,,,,,,,,
AT39,2,10,B,5,Control,Control-B,120,,,,,,,,
AT39,2,10,B,6,Control,Control-B,144,58.9,0.1,58.5,0.6,58.6,0.4,58.7,0.3
AT39,2,10,B,7,Control,Control-B,360,,,,,57.8,2,,
AT39,2,10,B,8,Control,Control-B,840,,,,,56.1,0.5,57.5,0.7
AT39,2,10,B,9,Control,Control-B,1992,,,,,55.3,,55.8,1.5
AT39,2,10,GF75,6,Control,Control-B,144,,,,,,,,
AT39,2,10,C,0,TW5,TW5-C,0,63.4,0.6,64,0.5,64,0.5,63.4,0.6
AT39,2,10,C,1,TW5,TW5-C,24,,,,,,,,
AT39,2,10,C,2,TW5,TW5-C,48,,,,,,,,
AT39,2,10,C,3,TW5,TW5-C,72,,,60.4,0.4,,,,
AT39,2,10,C,4,TW5,TW5-C,96,,,,,,,,
AT39,2,10,C,5,TW5,TW5-C,120,,,,,,,,
AT39,2,10,C,6,TW5,TW5-C,144,60.9,0,59.9,1.5,59.6,0.7,60.2,
AT39,2,10,C,7,TW5,TW5-C,360,,,,,58.9,0.8,,
AT39,2,10,C,8,TW5,TW5-C,840,,,,,57,0.4,57.8,1.3
AT39,2,10,C,9,TW5,TW5-C,1992,,,,,56.8,0.5,57.5,0.7
AT39,2,10,GF75,6,TW5,TW5-C,144,,,,,,,,
AT39,2,10,D,0,TW5,TW5-D,0,63.1,0.7,64.4,0.2,64.4,0.2,63.1,0.7
AT39,2,10,D,1,TW5,TW5-D,24,,,,,,,,
AT39,2,10,D,2,TW5,TW5-D,48,,,,,,,,
AT39,2,10,D,3,TW5,TW5-D,72,,,63.1,0.7,,,,
AT39,2,10,D,4,TW5,TW5-D,96,,,,,,,,
AT39,2,10,D,5,TW5,TW5-D,120,,,,,,,,
AT39,2,10,D,6,TW5,TW5-D,144,59,0,60.2,0.7,60.7,0.6,59.4,1.2
AT39,2,10,D,7,TW5,TW5-D,360,,,,,60.7,,,
AT39,2,10,D,8,TW5,TW5-D,840,,,,,55.8,0.1,56.9,0.5
AT39,2,10,D,9,TW5,TW5-D,1992,,,,,55.7,0.8,54.9,0.9
AT39,2,10,GF75,6,TW5,TW5-D,144,,,,,,,,
AT39,2,10,E,0,TW10,TW10-E,0,69.9,0.7,70.7,1.6,70.7,1.6,69.9,0.7
AT39,2,10,E,1,TW10,TW10-E,24,,,,,,,,
AT39,2,10,E,2,TW10,TW10-E,48,,,,,,,,
AT39,2,10,E,3,TW10,TW10-E,72,,,63.2,0.6,,,,
AT39,2,10,E,4,TW10,TW10-E,96,,,,,,,,
AT39,2,10,E,5,TW10,TW10-E,120,,,,,,,,
AT39,2,10,E,6,TW10,TW10-E,144,60.5,0.2,61.3,0.2,60,0.9,58.6,0.9
AT39,2,10,E,7,TW10,TW10-E,360,,,,,58.7,,,
AT39,2,10,E,8,TW10,TW10-E,840,,,,,58.1,0.5,57.9,0.1
AT39,2,10,E,9,TW10,TW10-E,1992,,,,,57.2,0.1,56.3,0.3
AT39,2,10,GF75,5,TW10,TW10-E,120,,,,,,,,
AT39,2,10,F,0,TW10,TW10-F,0,70.9,0.2,73.5,0,73.5,0,70.9,0.2
AT39,2,10,F,1,TW10,TW10-F,24,,,,,,,,
AT39,2,10,F,2,TW10,TW10-F,48,,,,,,,,
AT39,2,10,F,3,TW10,TW10-F,72,,,64,0.1,,,,
AT39,2,10,F,4,TW10,TW10-F,96,,,,,,,,
AT39,2,10,F,5,TW10,TW10-F,120,,,,,,,,
AT39,2,10,F,6,TW10,TW10-F,144,60.7,,60.2,1.3,59.6,0.4,58.6,0.3
AT39,2,10,F,7,TW10,TW10-F,360,,,,,59.7,1.4,,
AT39,2,10,F,8,TW10,TW10-F,840,,,,,57.4,0.3,59.2,0.7
AT39,2,10,F,9,TW10,TW10-F,1992,,,,,56.2,0.4,56,0.3
AT39,2,10,GF75,5,TW10,TW10-F,120,,,,,,,,
AT39,2,10,G,0,TW15,TW15-G,0,81.8,0.6,81.9,0.9,81.9,0.9,81.8,0.6
AT39,2,10,G,1,TW15,TW15-G,24,,,,,,,,
AT39,2,10,G,2,TW15,TW15-G,48,,,,,,,,
AT39,2,10,G,3,TW15,TW15-G,72,62.3,0.2,63.8,0,64.1,0.4,63.3,1.8
AT39,2,10,G,4,TW15,TW15-G,96,,,,,,,,
AT39,2,10,G,5,TW15,TW15-G,120,,,,,,,,
AT39,2,10,G,6,TW15,TW15-G,144,,,,,,,,
AT39,2,10,G,7,TW15,TW15-G,360,,,,,,,,
AT39,2,10,G,8,TW15,TW15-G,840,,,,,58.6,0.3,58.2,1
AT39,2,10,G,9,TW15,TW15-G,1992,,,,,57.1,0.7,59.5,3.6
AT39,2,10,GF75,3,TW15,TW15-G,72,,,,,,,,
AT39,2,10,H,0,TW15,TW15-H,0,80.2,1.3,80.3,1,80.3,1,80.2,1.3
AT39,2,10,H,1,TW15,TW15-H,24,,,,,,,,
AT39,2,10,H,2,TW15,TW15-H,48,,,,,,,,
AT39,2,10,H,3,TW15,TW15-H,72,64,0.2,66.5,0.9,64,1.4,63.6,0.8
AT39,2,10,H,4,TW15,TW15-H,96,,,,,,,,
AT39,2,10,H,5,TW15,TW15-H,120,,,,,,,,
AT39,2,10,H,6,TW15,TW15-H,144,,,,,,,,
AT39,2,10,H,7,TW15,TW15-H,360,,,,,60.4,1.5,,
AT39,2,10,H,8,TW15,TW15-H,840,,,,,60.2,,60.8,1
AT39,2,10,H,9,TW15,TW15-H,1992,,,,,59.2,2.3,57.4,0.2
AT39,2,10,GF75,3,TW15,TW15-H,72,,,,,,,,
AT39,2,0.1,W,0,Microlayer,Microlayer-W,0,,,234.3,2.2,,,,
AT39,2,0.1,W,6,Microlayer,Microlayer-W,144,,,168.1,2.3,,,,
AT39,2,0.1,W,8,Microlayer,Microlayer-W,840,,,106,1.6,,,,
AT39,2,0.1,W,9,Microlayer,Microlayer-W,1992,,,89.6,4.8,,,,
AT39,2,10,W,0,Surface,Surface-W,0,,,59,0.3,,,,
AT39,2,10,W,6,Surface,Surface-W,144,,,58.5,0.6,,,,
AT39,2,10,W,8,Surface,Surface-W,840,,,58.7,1.9,,,,
AT39,2,10,W,9,Surface,Surface-W,1992,,,55.9,1.2,,,,
AT39,2,200,W,0,Deep,Deep-W,0,,,55.5,0.5,,,,
AT39,2,200,W,6,Deep,Deep-W,144,,,54.7,0.7,,,,
AT39,2,200,W,8,Deep,Deep-W,840,,,55.4,0,,,,
AT39,2,200,W,9,Deep,Deep-W,1992,,,54.1,1.1,,,,
AT39,3,5,Niskin,0,,,0,,,,,,,,
AT39,3,5,GF75,0,,,0,,,,,,,,
AT39,3,5,A,0,Control,Control-A,0,57.7,1.1,58.5,1,58.5,1,57.7,1.1
AT39,3,5,A,1,Control,Control-A,24,,,,,,,,
AT39,3,5,A,2,Control,Control-A,48,,,,,,,,
AT39,3,5,A,3,Control,Control-A,72,,,,,,,,
AT39,3,5,A,4,Control,Control-A,96,,,,,,,,
AT39,3,5,A,5,Control,Control-A,120,,,58,0.3,,,,
AT39,3,5,A,6,Control,Control-A,144,,,,,,,,
AT39,3,5,A,7,Control,Control-A,168,,,,,,,,
AT39,3,5,A,8,Control,Control-A,192,,,,,,,,
AT39,3,5,A,9,Control,Control-A,216,59.1,0.7,60.5,1.1,57.9,0.3,58.2,0.8
AT39,3,5,A,10,Control,Control-A,336,,,,,57.9,0.1,,
AT39,3,5,A,11,Control,Control-A,816,,,,,56.9,1.2,57.5,0.9
AT39,3,5,A,12,Control,Control-A,1968,,,,,55,0.5,55.8,0.2
AT39,3,5,GF75,9,Control,Control-A,216,,,,,,,,
AT39,3,5,B,0,Control,Control-B,0,60,0.1,58.1,0.6,58.1,0.6,60,0.1
AT39,3,5,B,1,Control,Control-B,24,,,,,,,,
AT39,3,5,B,2,Control,Control-B,48,,,,,,,,
AT39,3,5,B,3,Control,Control-B,72,,,,,,,,
AT39,3,5,B,4,Control,Control-B,96,,,,,,,,
AT39,3,5,B,5,Control,Control-B,120,,,60.5,2.5,,,,
AT39,3,5,B,6,Control,Control-B,144,,,,,,,,
AT39,3,5,B,7,Control,Control-B,168,,,,,,,,
AT39,3,5,B,8,Control,Control-B,192,,,,,,,,
AT39,3,5,B,9,Control,Control-B,216,58.4,0.4,59.5,0.1,58.8,0.4,57.1,0.9
AT39,3,5,B,10,Control,Control-B,336,,,,,57.6,0.2,,
AT39,3,5,B,11,Control,Control-B,816,,,,,57.9,0.9,57.2,1.3
AT39,3,5,B,12,Control,Control-B,1968,,,,,55.5,0.5,55.4,0.7
AT39,3,5,GF75,9,Control,Control-B,216,,,,,,,,
AT39,3,5,W,0,Surface,Surface-W,0,,,58,1.2,,,,
AT39,3,5,W,9,Surface,Surface-W,144,,,57.4,0.9,,,,
AT39,3,5,W,10,Surface,Surface-W,336,,,57.8,1.1,,,,
AT39,3,5,W,11,Surface,Surface-W,816,,,57.3,1.5,,,,
AT39,3,5,W,12,Surface,Surface-W,1968,,,55.9,0.8,,,,
AT39,4,5,Niskin,0,,,0,,,,,,,,
AT39,4,5,GF75,0,,,0,,,,,,,,
AT39,4,5,A,0,Control,Control-A,0,56.8,1.3,56.8,0.7,56.8,0.7,56.8,1.3
AT39,4,5,A,1,Control,Control-A,24,,,,,,,,
AT39,4,5,A,2,Control,Control-A,48,,,,,,,,
AT39,4,5,A,3,Control,Control-A,72,,,,,,,,
AT39,4,5,A,4,Control,Control-A,96,,,57.1,0.6,,,,
AT39,4,5,A,5,Control,Control-A,120,,,,,,,,
AT39,4,5,A,6,Control,Control-A,144,,,,,,,,
AT39,4,5,A,7,Control,Control-A,168,,,,,,,,
AT39,4,5,A,8,Control,Control-A,192,,,,,,,,
AT39,4,5,A,9,Control,Control-A,216,55.4,2.6,55.7,1.6,54.6,0.6,56.2,2.2
AT39,4,5,A,10,Control,Control-A,744,,,,,55.4,0.4,55.9,1.1
AT39,4,5,A,11,Control,Control-A,1896,,,,,55.8,0.5,53.3,0.7
AT39,4,5,A,12,Control,Control-A,2400,,,,,55.4,,,
AT39,4,5,GF75,9,Control,Control-A,216,,,,,,,,
AT39,4,5,B,0,Control,Control-B,0,54.9,0.4,56.4,0.7,56.4,0.7,54.9,0.4
AT39,4,5,B,1,Control,Control-B,24,,,,,,,,
AT39,4,5,B,2,Control,Control-B,48,,,,,,,,
AT39,4,5,B,3,Control,Control-B,72,,,,,,,,
AT39,4,5,B,4,Control,Control-B,96,,,55.2,,,,,
AT39,4,5,B,5,Control,Control-B,120,,,,,,,,
AT39,4,5,B,6,Control,Control-B,144,,,,,,,,
AT39,4,5,B,7,Control,Control-B,168,,,,,,,,
AT39,4,5,B,8,Control,Control-B,192,,,,,,,,
AT39,4,5,B,9,Control,Control-B,216,57.3,0.6,59.3,0.3,56.6,0.3,56.2,1.5
AT39,4,5,B,10,Control,Control-B,744,,,,,55.9,0.3,54.7,0.4
AT39,4,5,B,11,Control,Control-B,1896,,,,,53.7,0.7,54.1,0.6
AT39,4,5,B,12,Control,Control-B,2400,,,,,54.1,1.0,,
AT39,4,5,GF75,9,Control,Control-B,216,,,,,,,,
AT39,4,5,W,0,Surface,Surface-W,0,,,58.7,1.5,,,,
AT39,4,5,W,9,Surface,Surface-W,216,,,58.1,1.3,,,,
AT39,4,5,W,10,Surface,Surface-W,744,,,56,1,,,,
AT39,4,5,W,11,Surface,Surface-W,1896,,,54.9,1.6,,,,
AT39,4,5,W,12,Surface,Surface-W,2400,,,55,1.3,,,,
AT39,S2RD,5,Niskin,0,,,0,,,,,,,,
AT39,S2RD,5,GF75,0,,,0,,,,,,,,
AT39,S2RD,5,TFF-Ret,0,,,0,,,,,,,,
AT39,S2RD,5,A,0,Control,Control-A,0,58.2,0.1,59.5,1.1,59.5,1.1,58.2,0.1
AT39,S2RD,5,A,1,Control,Control-A,24,,,,,,,,
AT39,S2RD,5,A,2,Control,Control-A,48,,,,,,,,
AT39,S2RD,5,A,3,Control,Control-A,72,,,60.6,0.5,,,,
AT39,S2RD,5,A,4,Control,Control-A,96,,,,,,,,
AT39,S2RD,5,A,5,Control,Control-A,120,,,,,,,,
AT39,S2RD,5,A,6,Control,Control-A,144,,,,,,,,
AT39,S2RD,5,A,7,Control,Control-A,168,58.3,1.8,59.6,,59.2,0.8,57.6,
AT39,S2RD,5,A,8,Control,Control-A,672,,,,,57.1,0,56.3,0.9
AT39,S2RD,5,A,9,Control,Control-A,1584,,,,,55.1,0.5,54.4,0.5
AT39,S2RD,5,A,10,Control,Control-A,2328,,,,,55.2,0.8,,
AT39,S2RD,5,GF75,7,Control,Control-A,168,,,,,,,,
AT39,S2RD,5,B,0,Control,Control-B,0,61.5,,59.6,1,59.6,1,61.5,0
AT39,S2RD,5,B,1,Control,Control-B,24,,,,,,,,
AT39,S2RD,5,B,2,Control,Control-B,48,,,,,,,,
AT39,S2RD,5,B,3,Control,Control-B,72,,,62,2.7,,,,
AT39,S2RD,5,B,4,Control,Control-B,96,,,,,,,,
AT39,S2RD,5,B,5,Control,Control-B,120,,,,,,,,
AT39,S2RD,5,B,6,Control,Control-B,144,,,,,,,,
AT39,S2RD,5,B,7,Control,Control-B,168,63.2,1.4,59.5,1.1,58,0.6,58.6,0.1
AT39,S2RD,5,B,8,Control,Control-B,672,,,,,57,0.5,57.4,0.3
AT39,S2RD,5,B,9,Control,Control-B,1584,,,,,55.1,0.5,54.7,1
AT39,S2RD,5,B,10,Control,Control-B,2328,,,,,56.4,,,
AT39,S2RD,5,GF75,7,Control,Control-B,168,,,,,,,,
AT39,S2RD,5,W,0,Surface,Surface-W,0,,,61.9,1.4,,,,
AT39,S2RD,5,W,7,Surface,Surface-W,168,,,58.7,0.8,,,,
AT39,S2RD,5,W,8,Surface,Surface-W,672,,,56.9,0.5,,,,
AT39,S2RD,5,W,9,Surface,Surface-W,1584,,,57.8,0.4,,,,
AT39,S2RD,5,W,10,Surface,Surface-W,2328,,,57.5,0,,,,
AT39,S2RD,5,1.2,0,Surface,Surface-1.2,0,,,60.1,0.1,,,,
AT39,S2RD,5,1.2,7,Surface,Surface-1.2,168,,,58.9,0.1,,,,
AT39,S2RD,5,1.2,8,Surface,Surface-1.2,672,,,57.9,0.4,,,,
